_id,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,[Units],FootNote,BasePeriod
677e2c5c21b30cb58c5b0702,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2014,126.35092,2014,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0703,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2015,121.54995,2015,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0704,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2016,118.1189,2016,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0705,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2017,105.12706,2017,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0706,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2018,114.86371,2018,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0707,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2019,120.33611,2019,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0708,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2020,163.60148,2020,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0709,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2021,180.03919,2021,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b070a,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2022,180.86997,2022,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b070b,,,,,,,,,,,,,,
677e2c6b21b30cb58c5b070c,6,6.b,6.b.1,ER_H2O_RURP,"Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)",360,Indonesia,2014,3,2013,"Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",NUMBER,Observation values: 3 = High level of participation; 2 = Moderate level of participation; 1 = Low level of participation; 0 = Not applicable.,
677e2c6b21b30cb58c5b070d,6,6.b,6.b.1,ER_H2O_RURP,"Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)",360,Indonesia,2019,2,2018,"Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",NUMBER,Observation values: 3 = High level of participation; 2 = Moderate level of participation; 1 = Low level of participation; 0 = Not applicable.,
677e2c6b21b30cb58c5b070e,6,6.b,6.b.1,ER_H2O_RURP,"Countries with users/communities participating in planning programs in rural drinking-water supply, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)",360,Indonesia,2022,2,2021,"Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.",NUMBER,Observation values: 3 = High level of participation; 2 = Moderate level of participation; 1 = Low level of participation; 0 = Not applicable.,
677e2c6b21b30cb58c5b070f,,,,,,,,,,,,,,
